Name                                                                         Type        File
ExtensionMedicationDispenseRequestDate                                       Extension   ExtensionMedicationDispenseRequestDate-Extension.fsh
ExtensionOeganizationOrganizationNo                                          Extension   ExtensionOeganizationOrganizationNo-Extension.fsh
ExtensionOrganizationOrganizationCategory                                    Extension   ExtensionOrganizationOrganizationCategory-Extension.fsh
ExtensionOrganizationPrefectureNo                                            Extension   ExtensionOrganizationPrefectureNo-Extension.fsh
ExtensionPatientContactPosition                                              Extension   ExtensionPatientContactPosition-Extension.fsh
ExtensionPatientNameKana                                                     Extension   ExtensionPatientNameKana-Extension.fsh
ExtensionPatientNameKanji                                                    Extension   ExtensionPatientNameKanji-Extension.fsh
ExtensionPatientNameRoma                                                     Extension   ExtensionPatientNameRoma-Extension.fsh
ExtensionProcedureQuantity                                                   Extension   ExtensionProcedureQuantity-Extension.fsh
ExtentionDeviceNumberOfTimes                                                 Extension   ExtentionDeviceNumberOfTimes-Extension.fsh
ExtentionDeviceQuantity                                                      Extension   ExtentionDeviceQuantity-Extension.fsh
ExtentionDeviceUnitPrice                                                     Extension   ExtentionDeviceUnitPrice-Extension.fsh
ExtentionMedicationDispenseAddition                                          Extension   ExtentionMedicationDispenseAddition-Extension.fsh
ExtentionProcedureAddition                                                   Extension   ExtentionProcedureAddition-Extension.fsh
ExtentionProcedureNumberOfTimes                                              Extension   ExtentionProcedureNumberOfTimes-Extension.fsh
Gender                                                                       ValueSet    Gender-ValueSet.fsh
Gender                                                                       CodeSystem  Gender-CodeSystem.fsh
HOT9                                                                         ValueSet    HOT9-ValueSet.fsh
JP-REZEPT-DENTAL-Mapping-for-Claim                                           Mapping     JP-REZEPT-DENTAL-Mapping-for-Claim-Mapping.fsh
JP-REZEPT-DENTAL-Mapping-for-Coverage                                        Mapping     JP-REZEPT-DENTAL-Mapping-for-Coverage-Mapping.fsh
JP-REZEPT-DENTAL-Mapping-for-CoverageInsuredPersonSymbol                     Mapping     JP-REZEPT-DENTAL-Mapping-for-CoverageInsuredPersonSymbol-Mapping.fsh
JP-REZEPT-DENTAL-Mapping-for-Device                                          Mapping     JP-REZEPT-DENTAL-Mapping-for-Device-Mapping.fsh
JP-REZEPT-DENTAL-Mapping-for-ExtensionClaimCommonInformation                 Mapping     JP-REZEPT-DENTAL-Mapping-for-ExtensionClaimCommonInformation-Mapping.fsh
JP-REZEPT-DENTAL-Mapping-for-ExtensionClaimInsurerInformation                Mapping     JP-REZEPT-DENTAL-Mapping-for-ExtensionClaimInsurerInformation-Mapping.fsh
JP-REZEPT-DENTAL-Mapping-for-ExtensionClaimPatientInformation                Mapping     JP-REZEPT-DENTAL-Mapping-for-ExtensionClaimPatientInformation-Mapping.fsh
JP-REZEPT-DENTAL-Mapping-for-ExtensionOeganizationOrganizationNo             Mapping     JP-REZEPT-DENTAL-Mapping-for-ExtensionOeganizationOrganizationNo-Mapping.fsh
JP-REZEPT-DENTAL-Mapping-for-ExtensionOrganizationOrganizationCategory       Mapping     JP-REZEPT-DENTAL-Mapping-for-ExtensionOrganizationOrganizationCategory-Mapping.fsh
JP-REZEPT-DENTAL-Mapping-for-ExtensionOrganizationPrefectureNo               Mapping     JP-REZEPT-DENTAL-Mapping-for-ExtensionOrganizationPrefectureNo-Mapping.fsh
JP-REZEPT-DENTAL-Mapping-for-ExtensionProcedureQuantity                      Mapping     JP-REZEPT-DENTAL-Mapping-for-ExtensionProcedureQuantity-Mapping.fsh
JP-REZEPT-DENTAL-Mapping-for-ExtentionDeviceNumberOfTimes                    Mapping     JP-REZEPT-DENTAL-Mapping-for-ExtentionDeviceNumberOfTimes-Mapping.fsh
JP-REZEPT-DENTAL-Mapping-for-ExtentionDeviceQuantity                         Mapping     JP-REZEPT-DENTAL-Mapping-for-ExtentionDeviceQuantity-Mapping.fsh
JP-REZEPT-DENTAL-Mapping-for-ExtentionDeviceUnitPrice                        Mapping     JP-REZEPT-DENTAL-Mapping-for-ExtentionDeviceUnitPrice-Mapping.fsh
JP-REZEPT-DENTAL-Mapping-for-ExtentionProcedureAddition                      Mapping     JP-REZEPT-DENTAL-Mapping-for-ExtentionProcedureAddition-Mapping.fsh
JP-REZEPT-DENTAL-Mapping-for-ExtentionProcedureNumberOfTimes                 Mapping     JP-REZEPT-DENTAL-Mapping-for-ExtentionProcedureNumberOfTimes-Mapping.fsh
JP-REZEPT-DENTAL-Mapping-for-Organization                                    Mapping     JP-REZEPT-DENTAL-Mapping-for-Organization-Mapping.fsh
JP-REZEPT-DENTAL-Mapping-for-Patient                                         Mapping     JP-REZEPT-DENTAL-Mapping-for-Patient-Mapping.fsh
JP-REZEPT-DENTAL-Mapping-for-Procedure                                       Mapping     JP-REZEPT-DENTAL-Mapping-for-Procedure-Mapping.fsh
JP-REZEPT-DPC-Mapping-for-Claim                                              Mapping     JP-REZEPT-DPC-Mapping-for-Claim-Mapping.fsh
JP-REZEPT-DPC-Mapping-for-Coverage                                           Mapping     JP-REZEPT-DPC-Mapping-for-Coverage-Mapping.fsh
JP-REZEPT-DPC-Mapping-for-CoverageInsuredPersonSymbol                        Mapping     JP-REZEPT-DPC-Mapping-for-CoverageInsuredPersonSymbol-Mapping.fsh
JP-REZEPT-DPC-Mapping-for-Device                                             Mapping     JP-REZEPT-DPC-Mapping-for-Device-Mapping.fsh
JP-REZEPT-DPC-Mapping-for-ExtensionClaimCommonInformation                    Mapping     JP-REZEPT-DPC-Mapping-for-ExtensionClaimCommonInformation-Mapping.fsh
JP-REZEPT-DPC-Mapping-for-ExtensionClaimComprehensiveEvaluation              Mapping     JP-REZEPT-DPC-Mapping-for-ExtensionClaimComprehensiveEvaluation-Mapping.fsh
JP-REZEPT-DPC-Mapping-for-ExtensionClaimInsurerInformation                   Mapping     JP-REZEPT-DPC-Mapping-for-ExtensionClaimInsurerInformation-Mapping.fsh
JP-REZEPT-DPC-Mapping-for-ExtensionClaimPatientInformation                   Mapping     JP-REZEPT-DPC-Mapping-for-ExtensionClaimPatientInformation-Mapping.fsh
JP-REZEPT-DPC-Mapping-for-ExtensionOeganizationOrganizationNo                Mapping     JP-REZEPT-DPC-Mapping-for-ExtensionOeganizationOrganizationNo-Mapping.fsh
JP-REZEPT-DPC-Mapping-for-ExtensionOrganizationOrganizationCategory          Mapping     JP-REZEPT-DPC-Mapping-for-ExtensionOrganizationOrganizationCategory-Mapping.fsh
JP-REZEPT-DPC-Mapping-for-ExtensionOrganizationPrefectureNo                  Mapping     JP-REZEPT-DPC-Mapping-for-ExtensionOrganizationPrefectureNo-Mapping.fsh
JP-REZEPT-DPC-Mapping-for-ExtensionProcedureQuantity                         Mapping     JP-REZEPT-DPC-Mapping-for-ExtensionProcedureQuantity-Mapping.fsh
JP-REZEPT-DPC-Mapping-for-ExtentionDeviceNumberOfTimes                       Mapping     JP-REZEPT-DPC-Mapping-for-ExtentionDeviceNumberOfTimes-Mapping.fsh
JP-REZEPT-DPC-Mapping-for-ExtentionDeviceQuantity                            Mapping     JP-REZEPT-DPC-Mapping-for-ExtentionDeviceQuantity-Mapping.fsh
JP-REZEPT-DPC-Mapping-for-ExtentionDeviceUnitPrice                           Mapping     JP-REZEPT-DPC-Mapping-for-ExtentionDeviceUnitPrice-Mapping.fsh
JP-REZEPT-DPC-Mapping-for-ExtentionProcedureNumberOfTimes                    Mapping     JP-REZEPT-DPC-Mapping-for-ExtentionProcedureNumberOfTimes-Mapping.fsh
JP-REZEPT-DPC-Mapping-for-Organization                                       Mapping     JP-REZEPT-DPC-Mapping-for-Organization-Mapping.fsh
JP-REZEPT-DPC-Mapping-for-Patient                                            Mapping     JP-REZEPT-DPC-Mapping-for-Patient-Mapping.fsh
JP-REZEPT-DPC-Mapping-for-Procedure                                          Mapping     JP-REZEPT-DPC-Mapping-for-Procedure-Mapping.fsh
JP-REZEPT-MEDICAL-Mapping-for-Claim                                          Mapping     JP-REZEPT-MEDICAL-Mapping-for-Claim-Mapping.fsh
JP-REZEPT-MEDICAL-Mapping-for-Coverage                                       Mapping     JP-REZEPT-MEDICAL-Mapping-for-Coverage-Mapping.fsh
JP-REZEPT-MEDICAL-Mapping-for-CoverageInsuredPersonSymbol                    Mapping     JP-REZEPT-MEDICAL-Mapping-for-CoverageInsuredPersonSymbol-Mapping.fsh
JP-REZEPT-MEDICAL-Mapping-for-Device                                         Mapping     JP-REZEPT-MEDICAL-Mapping-for-Device-Mapping.fsh
JP-REZEPT-MEDICAL-Mapping-for-ExtensionClaimCommonInformation                Mapping     JP-REZEPT-MEDICAL-Mapping-for-ExtensionClaimCommonInformation-Mapping.fsh
JP-REZEPT-MEDICAL-Mapping-for-ExtensionClaimComprehensiveEvaluation          Mapping     JP-REZEPT-MEDICAL-Mapping-for-ExtensionClaimComprehensiveEvaluation-Mapping.fsh
JP-REZEPT-MEDICAL-Mapping-for-ExtensionClaimInsurerInformation               Mapping     JP-REZEPT-MEDICAL-Mapping-for-ExtensionClaimInsurerInformation-Mapping.fsh
JP-REZEPT-MEDICAL-Mapping-for-ExtensionClaimPatientInformation               Mapping     JP-REZEPT-MEDICAL-Mapping-for-ExtensionClaimPatientInformation-Mapping.fsh
JP-REZEPT-MEDICAL-Mapping-for-ExtensionOeganizationOrganizationNo            Mapping     JP-REZEPT-MEDICAL-Mapping-for-ExtensionOeganizationOrganizationNo-Mapping.fsh
JP-REZEPT-MEDICAL-Mapping-for-ExtensionOrganizationOrganizationCategory      Mapping     JP-REZEPT-MEDICAL-Mapping-for-ExtensionOrganizationOrganizationCategory-Mapping.fsh
JP-REZEPT-MEDICAL-Mapping-for-ExtensionOrganizationPrefectureNo              Mapping     JP-REZEPT-MEDICAL-Mapping-for-ExtensionOrganizationPrefectureNo-Mapping.fsh
JP-REZEPT-MEDICAL-Mapping-for-ExtensionProcedureQuantity                     Mapping     JP-REZEPT-MEDICAL-Mapping-for-ExtensionProcedureQuantity-Mapping.fsh
JP-REZEPT-MEDICAL-Mapping-for-ExtentionDeviceNumberOfTimes                   Mapping     JP-REZEPT-MEDICAL-Mapping-for-ExtentionDeviceNumberOfTimes-Mapping.fsh
JP-REZEPT-MEDICAL-Mapping-for-ExtentionDeviceQuantity                        Mapping     JP-REZEPT-MEDICAL-Mapping-for-ExtentionDeviceQuantity-Mapping.fsh
JP-REZEPT-MEDICAL-Mapping-for-ExtentionDeviceUnitPrice                       Mapping     JP-REZEPT-MEDICAL-Mapping-for-ExtentionDeviceUnitPrice-Mapping.fsh
JP-REZEPT-MEDICAL-Mapping-for-ExtentionProcedureNumberOfTimes                Mapping     JP-REZEPT-MEDICAL-Mapping-for-ExtentionProcedureNumberOfTimes-Mapping.fsh
JP-REZEPT-MEDICAL-Mapping-for-Organization                                   Mapping     JP-REZEPT-MEDICAL-Mapping-for-Organization-Mapping.fsh
JP-REZEPT-MEDICAL-Mapping-for-Patient                                        Mapping     JP-REZEPT-MEDICAL-Mapping-for-Patient-Mapping.fsh
JP-REZEPT-MEDICATION-MASTER-Mapping                                          Mapping     JP-REZEPT-MEDICATION-MASTER-Mapping-Mapping.fsh
JP-REZEPT-MEDICATION-Mappi                                                   Mapping     JP-REZEPT-MEDICATION-Mappi-Mapping.fsh
JP-REZEPT-MEDICATION-Mapping-for-Claim                                       Mapping     JP-REZEPT-MEDICATION-Mapping-for-Claim-Mapping.fsh
JP-REZEPT-MEDICATION-Mapping-for-Coverage                                    Mapping     JP-REZEPT-MEDICATION-Mapping-for-Coverage-Mapping.fsh
JP-REZEPT-MEDICATION-Mapping-for-CoverageInsuredPersonSymbol                 Mapping     JP-REZEPT-MEDICATION-Mapping-for-CoverageInsuredPersonSymbol-Mapping.fsh
JP-REZEPT-MEDICATION-Mapping-for-Device                                      Mapping     JP-REZEPT-MEDICATION-Mapping-for-Device-Mapping.fsh
JP-REZEPT-MEDICATION-Mapping-for-ExtensionClaimCommonInformation             Mapping     JP-REZEPT-MEDICATION-Mapping-for-ExtensionClaimCommonInformation-Mapping.fsh
JP-REZEPT-MEDICATION-Mapping-for-ExtensionClaimInsurerInformation            Mapping     JP-REZEPT-MEDICATION-Mapping-for-ExtensionClaimInsurerInformation-Mapping.fsh
JP-REZEPT-MEDICATION-Mapping-for-ExtensionClaimPatientInformation            Mapping     JP-REZEPT-MEDICATION-Mapping-for-ExtensionClaimPatientInformation-Mapping.fsh
JP-REZEPT-MEDICATION-Mapping-for-ExtensionMedicationDispenseRequestDate      Mapping     JP-REZEPT-MEDICATION-Mapping-for-ExtensionMedicationDispenseRequestDate-Mapping.fsh
JP-REZEPT-MEDICATION-Mapping-for-ExtensionOeganizationOrganizationNo         Mapping     JP-REZEPT-MEDICATION-Mapping-for-ExtensionOeganizationOrganizationNo-Mapping.fsh
JP-REZEPT-MEDICATION-Mapping-for-ExtensionOrganizationOrganizationCategory   Mapping     JP-REZEPT-MEDICATION-Mapping-for-ExtensionOrganizationOrganizationCategory-Mapping.fsh
JP-REZEPT-MEDICATION-Mapping-for-ExtensionOrganizationPrefectureNo           Mapping     JP-REZEPT-MEDICATION-Mapping-for-ExtensionOrganizationPrefectureNo-Mapping.fsh
JP-REZEPT-MEDICATION-Mapping-for-ExtensionProcedureQuantity                  Mapping     JP-REZEPT-MEDICATION-Mapping-for-ExtensionProcedureQuantity-Mapping.fsh
JP-REZEPT-MEDICATION-Mapping-for-ExtentionDeviceNumberOfTimes                Mapping     JP-REZEPT-MEDICATION-Mapping-for-ExtentionDeviceNumberOfTimes-Mapping.fsh
JP-REZEPT-MEDICATION-Mapping-for-ExtentionDeviceQuantity                     Mapping     JP-REZEPT-MEDICATION-Mapping-for-ExtentionDeviceQuantity-Mapping.fsh
JP-REZEPT-MEDICATION-Mapping-for-ExtentionDeviceUnitPrice                    Mapping     JP-REZEPT-MEDICATION-Mapping-for-ExtentionDeviceUnitPrice-Mapping.fsh
JP-REZEPT-MEDICATION-Mapping-for-ExtentionMedicationDispenseAddition         Mapping     JP-REZEPT-MEDICATION-Mapping-for-ExtentionMedicationDispenseAddition-Mapping.fsh
JP-REZEPT-MEDICATION-Mapping-for-ExtentionProcedureNumberOfTimes             Mapping     JP-REZEPT-MEDICATION-Mapping-for-ExtentionProcedureNumberOfTimes-Mapping.fsh
JP-REZEPT-MEDICATION-Mapping-for-MedicationDispense                          Mapping     JP-REZEPT-MEDICATION-Mapping-for-MedicationDispense-Mapping.fsh
JP-REZEPT-MEDICATION-Mapping-for-Patient                                     Mapping     JP-REZEPT-MEDICATION-Mapping-for-Patient-Mapping.fsh
JP-REZEPT-MEDICATION-Mapping-for-Procedure                                   Mapping     JP-REZEPT-MEDICATION-Mapping-for-Procedure-Mapping.fsh
JP-REZEPT-MEMBERS-Mapping-for-Coverage                                       Mapping     JP-REZEPT-MEMBERS-Mapping-for-Coverage-Mapping.fsh
JP-REZEPT-MEMBERS-Mapping-for-CoverageInsuredPersonSymbol                    Mapping     JP-REZEPT-MEMBERS-Mapping-for-CoverageInsuredPersonSymbol-Mapping.fsh
JP-REZEPT-MEMBERS-Mapping-for-Patient                                        Mapping     JP-REZEPT-MEMBERS-Mapping-for-Patient-Mapping.fsh
JP-SPECIFIC-HEALTH-CHECKUPS-Mapping-for-ExtensionOeganizationOrganizationNo  Mapping     JP-SPECIFIC-HEALTH-CHECKUPS-Mapping-for-ExtensionOeganizationOrganizationNo-Mapping.fsh
JP-SPECIFIC-HEALTH-CHECKUPS-Mapping-for-ExtensionOrganizationPrefectureNo    Mapping     JP-SPECIFIC-HEALTH-CHECKUPS-Mapping-for-ExtensionOrganizationPrefectureNo-Mapping.fsh
JP-SPECIFIC-HEALTH-CHECKUPS-Mapping-for-Organization                         Mapping     JP-SPECIFIC-HEALTH-CHECKUPS-Mapping-for-Organization-Mapping.fsh
JP-SPECIFIC-HEALTH-CHECKUPS-Mapping-for-Patient                              Mapping     JP-SPECIFIC-HEALTH-CHECKUPS-Mapping-for-Patient-Mapping.fsh
JP-SPECIFIC-HEALTH-GUIDANCE-Mapping-for-ExtensionOeganizationOrganizationNo  Mapping     JP-SPECIFIC-HEALTH-GUIDANCE-Mapping-for-ExtensionOeganizationOrganizationNo-Mapping.fsh
JP-SPECIFIC-HEALTH-GUIDANCE-Mapping-for-ExtensionOrganizationPrefectureNo    Mapping     JP-SPECIFIC-HEALTH-GUIDANCE-Mapping-for-ExtensionOrganizationPrefectureNo-Mapping.fsh
JP-SPECIFIC-HEALTH-GUIDANCE-Mapping-for-Organization                         Mapping     JP-SPECIFIC-HEALTH-GUIDANCE-Mapping-for-Organization-Mapping.fsh
JP-SPECIFIC-HEALTH-GUIDANCE-Mapping-for-Patient                              Mapping     JP-SPECIFIC-HEALTH-GUIDANCE-Mapping-for-Patient-Mapping.fsh
JapanState                                                                   ValueSet    JapanState-ValueSet.fsh
JapanState                                                                   CodeSystem  JapanState-CodeSystem.fsh
JobReason                                                                    ValueSet    JobReason-ValueSet.fsh
JobReason                                                                    CodeSystem  JobReason-CodeSystem.fsh
Medication                                                                   Profile     Medication-Profile.fsh
MedicationDispense                                                           Profile     MedicationDispense-Profile.fsh
MedicationMixedSection                                                       ValueSet    MedicationMixedSection-ValueSet.fsh
MedicationMixedSection                                                       CodeSystem  MedicationMixedSection-CodeSystem.fsh
MedicationUsage                                                              ValueSet    MedicationUsage-ValueSet.fsh
MedicationUsage                                                              CodeSystem  MedicationUsage-CodeSystem.fsh
Organization                                                                 Profile     Organization-Profile.fsh
OtherMedicalInstitutionConsultation                                          ValueSet    OtherMedicalInstitutionConsultation-ValueSet.fsh
OtherMedicalInstitutionConsultation                                          CodeSystem  OtherMedicalInstitutionConsultation-CodeSystem.fsh
P-REZEPT-MEDICAL-Mapping                                                     Mapping     P-REZEPT-MEDICAL-Mapping-Mapping.fsh
Patient                                                                      Profile     Patient-Profile.fsh
Procedure                                                                    Profile     Procedure-Profile.fsh
ReceptionCategory                                                            ValueSet    ReceptionCategory-ValueSet.fsh
ReceptionCategory                                                            CodeSystem  ReceptionCategory-CodeSystem.fsh
ReliefCategory                                                               ValueSet    ReliefCategory-ValueSet.fsh
ReliefCategory                                                               CodeSystem  ReliefCategory-CodeSystem.fsh
RezeptCategory                                                               ValueSet    RezeptCategory-ValueSet.fsh
RezeptCategory                                                               CodeSystem  RezeptCategory-CodeSystem.fsh
RezeptSpecialInstruction                                                     ValueSet    RezeptSpecialInstruction-ValueSet.fsh
RezeptSpecialInstructions                                                    CodeSystem  RezeptSpecialInstructions-CodeSystem.fsh
RezeptType                                                                   ValueSet    RezeptType-ValueSet.fsh
RezeptType                                                                   CodeSystem  RezeptType-CodeSystem.fsh
SpecificEquipment                                                            ValueSet    SpecificEquipment-ValueSet.fsh
SpecificEquipmentUnit                                                        ValueSet    SpecificEquipmentUnit-ValueSet.fsh
SpecificEquipmentUnit                                                        CodeSystem  SpecificEquipmentUnit-CodeSystem.fsh
TypeOfDividedDispensing                                                      ValueSet    TypeOfDividedDispensing-ValueSet.fsh
TypeOfDividedDispensing                                                      CodeSystem  TypeOfDividedDispensing-CodeSystem.fsh
rezept-medication-server                                                     Instance    rezept-medication-server-Instance.fsh
